,Unnamed: 0,Unnamed: 0.1,time,twt_id,political_label,political_score,sentiment_label,sentiment_score
0,0,0,2008-10-29T00:02:58.000Z,979754054,Republican,0.6106911897659302,NEGATIVE,0.9937212467193604
1,1,1,2008-10-29T00:02:45.000Z,979753769,Democrat,0.9869950413703918,POSITIVE,0.9933698177337646
2,2,2,2008-10-29T00:02:27.000Z,979753350,Democrat,0.5992595553398132,POSITIVE,0.9987718462944032
3,3,3,2008-10-29T00:00:20.000Z,979750950,Democrat,0.9999960660934448,NEGATIVE,0.946287214756012
4,4,4,2008-10-29T00:31:14.000Z,979787657,Republican,0.9999313354492188,POSITIVE,0.9949241876602172
5,5,5,2008-10-29T00:31:10.000Z,979787577,Republican,0.9298219084739684,POSITIVE,0.9792495369911194
6,6,6,2008-10-29T00:30:07.000Z,979786282,Republican,0.9999887943267822,POSITIVE,0.981950044631958
7,7,7,2008-10-29T01:00:12.000Z,979822192,Democrat,0.9999769926071168,POSITIVE,0.7782977223396301
8,8,8,2008-10-29T01:32:57.000Z,979861860,Republican,0.9999866485595704,NEGATIVE,0.910311996936798
9,9,9,2008-10-29T01:31:03.000Z,979859533,Republican,0.9964691400527954,NEGATIVE,0.6877732276916504
10,10,10,2008-10-29T01:30:56.000Z,979859390,Democrat,0.9999969005584716,POSITIVE,0.868511974811554
11,11,11,2008-10-29T01:30:35.000Z,979858930,Republican,0.9999887943267822,NEGATIVE,0.97999107837677
12,12,12,2008-10-29T02:02:53.000Z,979897765,Democrat,0.96611887216568,POSITIVE,0.9989936947822572
13,13,13,2008-10-29T02:02:38.000Z,979897467,Republican,0.9998071789741516,POSITIVE,0.939961552619934
14,14,14,2008-10-29T02:00:53.000Z,979895273,Democrat,0.9997853636741638,POSITIVE,0.989010751247406
15,15,15,2008-10-29T02:00:18.000Z,979894481,Republican,0.9708991050720216,NEGATIVE,0.9975292086601256
16,16,16,2008-10-29T02:32:39.000Z,979933309,Democrat,0.9999833106994628,POSITIVE,0.996476948261261
17,17,17,2008-10-29T02:30:52.000Z,979931049,Democrat,0.9558376669883728,NEGATIVE,0.9808583855628968
18,18,18,2008-10-29T03:02:35.000Z,979967654,Republican,0.9991942048072816,POSITIVE,0.9997374415397644
19,19,19,2008-10-29T03:01:07.000Z,979965851,Republican,0.9957041144371032,NEGATIVE,0.7799912095069885
20,20,20,2008-10-29T03:32:12.000Z,979999689,Democrat,0.9784685969352722,POSITIVE,0.8522738814353943
21,21,21,2008-10-29T03:30:13.000Z,979997551,Democrat,0.9718033075332642,POSITIVE,0.9877021908760072
22,22,22,2008-10-29T04:02:52.000Z,980031511,Republican,0.9860803484916688,NEGATIVE,0.7326637506484985
23,23,23,2008-10-29T04:02:35.000Z,980031233,Republican,0.8623853921890259,POSITIVE,0.9919103980064392
24,24,24,2008-10-29T04:32:28.000Z,980059456,Democrat,0.9960171580314636,POSITIVE,0.9790143370628356
25,25,25,2008-10-29T04:31:30.000Z,980058580,Republican,0.9899330139160156,POSITIVE,0.996942102909088
26,26,26,2008-10-29T05:30:40.000Z,980108645,Republican,0.9962638020515442,POSITIVE,0.995450794696808
27,27,27,2008-10-29T05:30:04.000Z,980108094,Republican,0.9999887943267822,POSITIVE,0.7957407236099243
28,28,28,2008-10-29T06:02:23.000Z,980131545,Republican,0.9999854564666748,NEGATIVE,0.9847813844680786
29,29,29,2008-10-29T06:02:00.000Z,980131242,Democrat,0.7251726984977722,POSITIVE,0.9957259893417358
30,30,30,2008-10-29T06:00:54.000Z,980130415,Republican,0.9902775883674622,POSITIVE,0.86566162109375
31,31,31,2008-10-29T06:00:27.000Z,980130077,Republican,0.9999829530715942,NEGATIVE,0.9981060028076172
32,32,32,2008-10-29T06:32:48.000Z,980152022,Democrat,0.7885463237762451,NEGATIVE,0.5117347836494446
33,33,33,2008-10-29T06:32:22.000Z,980151745,Republican,0.9774035215377808,NEGATIVE,0.997401237487793
34,34,34,2008-10-29T06:31:13.000Z,980150995,Republican,0.9796679615974426,NEGATIVE,0.9950762391090392
35,35,35,2008-10-29T07:00:51.000Z,980170226,Republican,0.9999611377716064,NEGATIVE,0.9769728183746338
36,36,36,2008-10-29T07:30:01.000Z,980188446,Democrat,0.6874619126319885,NEGATIVE,0.9986554384231568
37,37,37,2008-10-29T08:01:43.000Z,980208864,Democrat,0.9999964237213136,POSITIVE,0.9926291704177856
38,38,38,2008-10-29T08:30:17.000Z,980227515,Democrat,0.9999955892562866,NEGATIVE,0.9665153622627258
39,39,39,2008-10-29T09:00:23.000Z,980247117,Republican,0.9978783130645752,NEGATIVE,0.9571462869644164
40,40,40,2008-10-29T09:32:46.000Z,980268900,Republican,0.9999868869781494,POSITIVE,0.8346804976463318
41,41,41,2008-10-29T09:30:06.000Z,980266937,Republican,0.9999593496322632,POSITIVE,0.987208902835846
42,42,42,2008-10-29T11:02:57.000Z,980334616,Republican,0.9886221289634703,POSITIVE,0.9910229444503784
43,43,43,2008-10-29T11:02:56.000Z,980334586,Republican,0.9999295473098756,NEGATIVE,0.9176774621009828
44,44,44,2008-10-29T11:00:41.000Z,980332352,Republican,0.994939923286438,POSITIVE,0.9659595489501952
45,45,45,2008-10-29T12:02:52.000Z,980387115,Republican,0.9999768733978271,NEGATIVE,0.9487208724021912
46,46,46,2008-10-29T12:02:28.000Z,980386726,Republican,0.9999830722808838,NEGATIVE,0.993157684803009
47,47,47,2008-10-29T12:01:39.000Z,980385833,Democrat,0.9948593378067015,NEGATIVE,0.9980145692825316
48,48,48,2008-10-29T12:31:35.000Z,980416462,Democrat,0.9902756214141846,NEGATIVE,0.9959737658500672
49,49,49,2008-10-29T12:31:29.000Z,980416386,Democrat,0.9902756214141846,NEGATIVE,0.9959737658500672
50,50,50,2008-10-29T13:02:17.000Z,980451443,Republican,0.99996817111969,POSITIVE,0.9879796504974364
51,51,51,2008-10-29T13:02:17.000Z,980451417,Republican,0.9999890327453612,POSITIVE,0.9455134868621826
52,52,52,2008-10-29T13:01:49.000Z,980450888,Republican,0.9966505169868468,POSITIVE,0.9785190224647522
53,53,53,2008-10-29T13:30:34.000Z,980487628,Republican,0.9967141151428224,POSITIVE,0.9939383268356324
54,54,54,2008-10-29T14:02:20.000Z,980531952,Democrat,0.9995471835136414,NEGATIVE,0.9654995799064636
55,55,55,2008-10-29T14:01:29.000Z,980530662,Republican,0.999764621257782,POSITIVE,0.9957020878791808
56,56,56,2008-10-29T14:32:20.000Z,980575764,Democrat,0.9824655055999756,NEGATIVE,0.9353344440460204
57,57,57,2008-10-29T14:32:10.000Z,980575490,Democrat,0.9949735403060912,NEGATIVE,0.9954416751861572
58,58,58,2008-10-29T14:31:52.000Z,980574981,Republican,0.9994489550590516,NEGATIVE,0.9898275136947632
59,59,59,2008-10-29T14:31:32.000Z,980574509,Republican,0.99971204996109,NEGATIVE,0.516404390335083
60,60,60,2008-10-29T14:30:43.000Z,980573242,Republican,0.9999700784683228,NEGATIVE,0.9305577874183656
61,61,61,2008-10-29T14:30:32.000Z,980573026,Democrat,0.9094331860542296,POSITIVE,0.9994947910308838
62,62,62,2008-10-29T15:02:59.000Z,980622691,Republican,0.7793281078338623,POSITIVE,0.9988351464271544
63,63,63,2008-10-29T15:01:50.000Z,980620983,Republican,0.7900242805480957,POSITIVE,0.8807708621025085
64,64,64,2008-10-29T15:30:17.000Z,980663872,Democrat,0.8786605000495911,POSITIVE,0.9245947003364564
