,Unnamed: 0,Unnamed: 0.1,time,twt_id,political_label,political_score,sentiment_label,sentiment_score
0,0,0,2012-10-19T00:02:57.000Z,259082169912291328,Republican,0.9994540810585022,POSITIVE,0.9905666708946228
1,1,1,2012-10-19T00:02:52.000Z,259082151063068673,Democrat,0.980748414993286,NEGATIVE,0.9951091408729552
2,2,2,2012-10-19T00:02:36.000Z,259082080686841856,Democrat,0.9954490065574646,NEGATIVE,0.5828325748443604
3,3,3,2012-10-19T00:02:35.000Z,259082075712409600,Democrat,0.9930671453475952,POSITIVE,0.8030388951301575
4,4,4,2012-10-19T00:02:18.000Z,259082005705285632,Republican,0.9999845027923584,POSITIVE,0.9884670972824096
5,5,5,2012-10-19T00:02:17.000Z,259082004228874241,Republican,0.9999845027923584,POSITIVE,0.9884670972824096
6,6,6,2012-10-19T00:02:17.000Z,259082002710556673,Republican,0.9999845027923584,POSITIVE,0.9884670972824096
7,7,7,2012-10-19T00:02:17.000Z,259082001112498176,Republican,0.9999845027923584,POSITIVE,0.9884670972824096
8,8,8,2012-10-19T00:02:16.000Z,259081999535443968,Republican,0.9999845027923584,POSITIVE,0.9884670972824096
9,9,9,2012-10-19T00:02:16.000Z,259081997996142592,Republican,0.9999845027923584,POSITIVE,0.9884670972824096
10,10,10,2012-10-19T00:02:16.000Z,259081996561690624,Republican,0.9999845027923584,POSITIVE,0.9884670972824096
11,11,11,2012-10-19T00:02:15.000Z,259081995332747265,Republican,0.9999845027923584,POSITIVE,0.9884670972824096
12,12,12,2012-10-19T00:02:14.000Z,259081990958092288,Republican,0.9999845027923584,POSITIVE,0.9884670972824096
13,13,13,2012-10-19T00:02:14.000Z,259081988001116160,Republican,0.9999845027923584,POSITIVE,0.9884670972824096
14,14,14,2012-10-19T00:02:11.000Z,259081975187533824,Republican,0.9999845027923584,POSITIVE,0.9884670972824096
15,15,15,2012-10-19T00:01:57.000Z,259081918262435840,Democrat,0.5310230255126953,NEGATIVE,0.9589874148368835
16,16,16,2012-10-19T00:01:56.000Z,259081912121962497,Democrat,0.9999927282333374,NEGATIVE,0.6177553534507751
17,17,17,2012-10-19T00:01:55.000Z,259081909974474753,Democrat,0.9022313952445984,POSITIVE,0.9990516304969788
18,18,18,2012-10-19T00:01:37.000Z,259081834418290690,Republican,0.9999891519546508,NEGATIVE,0.9839497804641724
19,19,19,2012-10-19T00:01:27.000Z,259081792684961793,Republican,0.9999895095825196,POSITIVE,0.9769328832626344
20,20,20,2012-10-19T00:01:24.000Z,259081780013961216,Democrat,0.9865673780441284,NEGATIVE,0.9997478127479552
